0	2018-11-22 00:35:00	0
0	2018-11-22 08:35:00	0
0	2018-11-22 10:00:00	0
0	2018-11-22 11:10:00	0
0	2018-11-22 13:30:00	0
0	2018-11-22 15:50:00	0
0	2018-11-22 17:10:00	0
0	2018-11-22 19:25:00	0
0	2018-11-22 19:30:00	0
0	2018-11-22 19:30:00	0
0	2018-11-22 23:00:00	0
10001	2018-11-22 00:00:00	11412
10001	2018-11-22 00:05:00	11066
10001	2018-11-22 00:10:00	10772
10001	2018-11-22 00:15:00	10399
10001	2018-11-22 00:20:00	9916
10001	2018-11-22 00:25:00	9477
10001	2018-11-22 00:30:00	9113
10001	2018-11-22 00:35:00	8752
10001	2018-11-22 00:40:00	8438
10001	2018-11-22 00:45:00	7953
10001	2018-11-22 00:50:00	7625
10001	2018-11-22 00:55:00	7289
10001	2018-11-22 01:00:00	6952
10001	2018-11-22 01:05:00	6619
10001	2018-11-22 01:10:00	6324
10001	2018-11-22 01:15:00	5992
10001	2018-11-22 01:20:00	5767
10001	2018-11-22 01:25:00	5516
10001	2018-11-22 01:30:00	5224
10001	2018-11-22 01:35:00	4938
10001	2018-11-22 01:40:00	4671
10001	2018-11-22 01:45:00	4497
10001	2018-11-22 01:50:00	4303
10001	2018-11-22 01:55:00	4112
10001	2018-11-22 02:00:00	3929
10001	2018-11-22 02:05:00	3769
10001	2018-11-22 02:10:00	3597
10001	2018-11-22 02:15:00	3261
10001	2018-11-22 02:20:00	3142
10001	2018-11-22 02:25:00	2973
10001	2018-11-22 02:30:00	2884
10001	2018-11-22 02:35:00	2792
10001	2018-11-22 02:40:00	2682
10001	2018-11-22 02:45:00	2524
10001	2018-11-22 02:50:00	2401
10001	2018-11-22 02:55:00	2270
10001	2018-11-22 03:00:00	2178
10001	2018-11-22 03:05:00	2139
10001	2018-11-22 03:10:00	1991
10001	2018-11-22 03:15:00	1909
10001	2018-11-22 03:20:00	1811
10001	2018-11-22 03:25:00	1761
10001	2018-11-22 03:30:00	1682
10001	2018-11-22 03:35:00	1590
10001	2018-11-22 03:40:00	1522
10001	2018-11-22 03:45:00	1467
10001	2018-11-22 03:50:00	1417
10001	2018-11-22 03:55:00	1353
10001	2018-11-22 04:00:00	1300
10001	2018-11-22 04:05:00	1271
10001	2018-11-22 04:10:00	1232
10001	2018-11-22 04:15:00	1176
10001	2018-11-22 04:20:00	1137
10001	2018-11-22 04:25:00	1113
10001	2018-11-22 04:30:00	1065
10001	2018-11-22 04:35:00	1040
10001	2018-11-22 04:40:00	1012
10001	2018-11-22 04:45:00	995
10001	2018-11-22 04:50:00	956
10001	2018-11-22 04:55:00	959
10001	2018-11-22 05:00:00	951
10001	2018-11-22 05:05:00	905
10001	2018-11-22 05:10:00	871
10001	2018-11-22 05:15:00	839
10001	2018-11-22 05:20:00	822
10001	2018-11-22 05:25:00	812
10001	2018-11-22 05:30:00	794
10001	2018-11-22 05:35:00	760
10001	2018-11-22 05:40:00	745
10001	2018-11-22 05:45:00	729
