10001	2018-11-15 00:00:00	13916
10001	2018-11-15 00:05:00	13490
10001	2018-11-15 00:10:00	12982
10001	2018-11-15 00:15:00	12352
10001	2018-11-15 00:20:00	11895
10001	2018-11-15 00:25:00	11413
10001	2018-11-15 00:30:00	10989
10001	2018-11-15 00:35:00	10442
10001	2018-11-15 00:40:00	10035
10001	2018-11-15 00:45:00	9591
10001	2018-11-15 00:50:00	9099
10001	2018-11-15 00:55:00	8768
10001	2018-11-15 01:00:00	8367
10001	2018-11-15 01:05:00	7932
10001	2018-11-15 01:10:00	7618
10001	2018-11-15 01:15:00	7216
10001	2018-11-15 01:20:00	6933
10001	2018-11-15 01:25:00	6615
10001	2018-11-15 01:30:00	6249
10001	2018-11-15 01:35:00	5953
10001	2018-11-15 01:40:00	5721
10001	2018-11-15 01:45:00	5445
10001	2018-11-15 01:50:00	5170
10001	2018-11-15 01:55:00	4955
10001	2018-11-15 02:00:00	4739
10001	2018-11-15 02:05:00	4495
10001	2018-11-15 02:10:00	4297
10001	2018-11-15 02:15:00	4072
10001	2018-11-15 02:20:00	3916
10001	2018-11-15 02:25:00	3726
10001	2018-11-15 02:30:00	3540
10001	2018-11-15 02:35:00	3375
10001	2018-11-15 02:40:00	3251
10001	2018-11-15 02:45:00	3106
10001	2018-11-15 02:50:00	2998
10001	2018-11-15 02:55:00	2893
10001	2018-11-15 03:00:00	2760
10001	2018-11-15 03:05:00	2630
10001	2018-11-15 03:10:00	2539
10001	2018-11-15 03:15:00	2431
10001	2018-11-15 03:20:00	2320
10001	2018-11-15 03:25:00	2219
10001	2018-11-15 03:30:00	2125
10001	2018-11-15 03:35:00	2036
10001	2018-11-15 03:40:00	1959
10001	2018-11-15 03:45:00	1885
10001	2018-11-15 03:50:00	1786
10001	2018-11-15 03:55:00	1722
10001	2018-11-15 04:00:00	1685
10001	2018-11-15 04:05:00	1610
10001	2018-11-15 04:10:00	1539
10001	2018-11-15 04:15:00	1489
10001	2018-11-15 04:20:00	1435
10001	2018-11-15 04:25:00	1432
10001	2018-11-15 04:30:00	1391
10001	2018-11-15 04:35:00	1343
10001	2018-11-15 04:40:00	1307
10001	2018-11-15 04:45:00	1262
10001	2018-11-15 04:50:00	1217
10001	2018-11-15 04:55:00	1180
10001	2018-11-15 05:00:00	1144
10001	2018-11-15 05:05:00	1124
10001	2018-11-15 05:10:00	1086
10001	2018-11-15 05:15:00	1022
10001	2018-11-15 05:20:00	998
10001	2018-11-15 05:25:00	994
10001	2018-11-15 05:30:00	941
10001	2018-11-15 05:35:00	941
10001	2018-11-15 05:40:00	913
10001	2018-11-15 05:45:00	900
10001	2018-11-15 05:50:00	889
10001	2018-11-15 05:55:00	875
10001	2018-11-15 06:00:00	855
10001	2018-11-15 06:05:00	818
10001	2018-11-15 06:10:00	818
10001	2018-11-15 06:15:00	828
10001	2018-11-15 06:20:00	817
10001	2018-11-15 06:25:00	833
10001	2018-11-15 06:30:00	818
